Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;torque
23_03_21 11:53:27.218;0;I;1210;808;2101;4;;c8a40bb9;-0.00013317458797246218
23_03_21 11:53:27.336;0;I;1210;808;2101;4;;d44ee038;0.00010695835226215422
23_03_21 11:53:27.450;0;I;1210;808;2101;4;;bcb64138;4.618497041519731e-05
23_03_21 11:53:27.565;0;I;1210;808;2101;4;;6832fcb7;-3.006421320606023e-05
23_03_21 11:53:27.680;0;I;1210;808;2101;4;;5c0027b9;-0.00015926494961604476
23_03_21 11:53:27.795;0;I;1210;808;2101;4;;fbf19f38;7.62678319006227e-05
23_03_21 11:53:27.908;0;I;1210;808;2101;4;;b06ebf37;2.2820517187938094e-05
23_03_21 11:53:28.023;0;I;1210;808;2101;4;;516773b8;-5.8031935623148456e-05
23_03_21 11:53:28.137;0;I;1210;808;2101;4;;757029b8;-4.0397473640041426e-05
23_03_21 11:53:28.252;0;I;1210;808;2101;4;;556cc037;2.2938629626878537e-05
23_03_21 11:53:28.366;0;I;1210;808;2101;4;;adee7ab8;-5.9826928918482736e-05
23_03_21 11:53:28.481;0;I;1210;808;2101;4;;e6030cb8;-3.338223177706823e-05
23_03_21 11:53:28.592;0;I;1210;808;2101;4;;b5b8a1b7;-1.9278706531622447e-05
23_03_21 11:53:28.704;0;I;1210;808;2101;4;;a3512fb7;-1.0449820365465712e-05
23_03_21 11:53:28.820;0;I;1210;808;2101;4;;10255ab8;-5.200976738706231e-05
23_03_21 11:53:28.932;0;I;1210;808;2101;4;;bb3c18b8;-3.6296183679951355e-05
23_03_21 11:53:29.045;0;I;1210;808;2101;4;;e6831437;8.852197424857877e-06
23_03_21 11:53:29.160;0;I;1210;808;2101;4;;ebb205b8;-3.1876301363809034e-05
23_03_21 11:53:29.272;0;I;1210;808;2101;4;;2cf51eb8;-3.789846959989518e-05
23_03_21 11:53:29.388;0;I;1210;808;2101;4;;d9639db8;-7.504941459046677e-05
23_03_21 11:53:29.498;0;I;1210;808;2101;4;;c2409737;1.8030757928499952e-05
23_03_21 11:53:29.613;0;I;1210;808;2101;4;;88e1ceb7;-2.466213481966406e-05
23_03_21 11:53:29.727;0;I;1210;808;2101;4;;401bd0b7;-2.4808221496641636e-05
23_03_21 11:53:29.839;0;I;1210;808;2101;4;;424b20b8;-3.821706195594743e-05
23_03_21 11:53:29.953;0;I;1210;808;2101;4;;d706a037;1.907667137857061e-05
23_03_21 11:53:30.066;0;I;1210;808;2101;4;;9b338db7;-1.68325404956704e-05
23_03_21 11:53:30.181;0;I;1210;808;2101;4;;ab24ddb7;-2.636232784425374e-05
23_03_21 11:53:30.294;0;I;1210;808;2101;4;;4e0e0939;0.00013070667046122253
23_03_21 11:53:30.407;0;I;1210;808;2101;4;;f93ef137;2.8758762709912844e-05
23_03_21 11:53:30.522;0;I;1210;808;2101;4;;3346abb8;-8.166991028701887e-05
23_03_21 11:53:30.635;0;I;1210;808;2101;4;;f96952b7;-1.2541649084596429e-05
23_03_21 11:53:30.749;0;I;1210;808;2101;4;;27ebc038;9.199073974741623e-05
23_03_21 11:53:30.862;0;I;1210;808;2101;4;;780511b7;-8.643946785014123e-06
23_03_21 11:53:30.975;0;I;1210;808;2101;4;;fbb6ceb8;-9.856928227236494e-05
23_03_21 11:53:31.089;0;I;1210;808;2101;4;;614280b8;-6.115879659773782e-05
23_03_21 11:53:31.205;0;I;1210;808;2101;4;;b4d5cd38;9.814967052079737e-05
23_03_21 11:53:31.315;0;I;1210;808;2101;4;;ede4a1b8;-7.719718996668234e-05
23_03_21 11:53:31.430;0;I;1210;808;2101;4;;1a550bb9;-0.00013287775800563395
23_03_21 11:53:31.546;0;I;1210;808;2101;4;;c5e61439;0.00014200348232407123
23_03_21 11:53:31.660;0;I;1210;808;2101;4;;4c96ab38;8.18191037978977e-05
23_03_21 11:53:31.772;0;I;1210;808;2101;4;;aa5a3fb7;-1.1405596524127759e-05
23_03_21 11:53:31.887;0;I;1210;808;2101;4;;dc4001b9;-0.00012326560681685805
23_03_21 11:53:31.998;0;I;1210;808;2101;4;;2496dd38;0.00010566067066974938
23_03_21 11:53:32.112;0;I;1210;808;2101;4;;c1802cb7;-1.0281976756232325e-05
23_03_21 11:53:32.227;0;I;1210;808;2101;4;;6bc7d2b6;-6.2817030084261205e-06
23_03_21 11:53:32.343;0;I;1210;808;2101;4;;1fed3137;1.0605231182125863e-05
23_03_21 11:53:32.453;0;I;1210;808;2101;4;;da7b8538;6.365003355313092e-05
23_03_21 11:53:32.567;0;I;1210;808;2101;4;;23b79c37;1.8681928850128315e-05
23_03_21 11:53:32.681;0;I;1210;808;2101;4;;b13989b7;-1.6358537322958e-05
23_03_21 11:53:32.796;0;I;1210;808;2101;4;;ec415234;1.9581756305342424e-07
23_03_21 11:53:32.909;0;I;1210;808;2101;4;;8bebce37;2.466679688950535e-05
23_03_21 11:53:33.022;0;I;1210;808;2101;4;;2cca3db8;-4.524939868133515e-05
23_03_21 11:53:33.137;0;I;1210;808;2101;4;;4aa413b8;-3.520053724059835e-05
23_03_21 11:53:33.253;0;I;1210;808;2101;4;;b0f92637;9.95250593405217e-06
23_03_21 11:53:33.368;0;I;1210;808;2101;4;;b6008db8;-6.72353635309264e-05
23_03_21 11:53:33.482;0;I;1210;808;2101;4;;f8f4cab7;-2.419434895273298e-05
23_03_21 11:53:33.598;0;I;1210;808;2101;4;;2f7fa738;7.986870332388207e-05
23_03_21 11:53:33.712;0;I;1210;808;2101;4;;2bb5abb8;-8.187660569092259e-05
23_03_21 11:53:33.828;0;I;1210;808;2101;4;;49af14b9;-0.0001417967869201675
23_03_21 11:53:33.942;0;I;1210;808;2101;4;;f3c2f238;0.0001157577135018073
23_03_21 11:53:34.059;0;I;1210;808;2101;4;;42304038;4.582131077768281e-05
23_03_21 11:53:34.173;0;I;1210;808;2101;4;;f6f587b7;-1.6207788576139137e-05
23_03_21 11:53:34.290;0;I;1210;808;2101;4;;2b8a5b37;1.3085586942906957e-05
23_03_21 11:53:34.406;0;I;1210;808;2101;4;;851c6438;5.4385996918426827e-05
23_03_21 11:53:34.523;0;I;1210;808;2101;4;;cb6339b8;-4.4200376578373834e-05
23_03_21 11:53:34.642;0;I;1210;808;2101;4;;9913adb7;-2.0632332962122746e-05
23_03_21 11:53:34.756;0;I;1210;808;2101;4;;17d95337;1.2627125215658452e-05
23_03_21 11:53:34.873;0;I;1210;808;2101;4;;ca10efb8;-0.00011399535287637264
23_03_21 11:53:34.990;0;I;1210;808;2101;4;;c3891739;0.00014451802417170256
23_03_21 11:53:35.106;0;I;1210;808;2101;4;;29ee8538;6.386294990079477e-05
23_03_21 11:53:35.222;0;I;1210;808;2101;4;;f934adb7;-2.064787440758664e-05
23_03_21 11:53:35.339;0;I;1210;808;2101;4;;d366fb36;7.492353233828908e-06
23_03_21 11:53:35.456;0;I;1210;808;2101;4;;a6468c38;6.688879511784762e-05
23_03_21 11:53:35.573;0;I;1210;808;2101;4;;368d59b8;-5.186834459891543e-05
23_03_21 11:53:35.690;0;I;1210;808;2101;4;;c8a9beb7;-2.2728825570084155e-05
23_03_21 11:53:35.806;0;I;1210;808;2101;4;;f30a6f37;1.4248059414967429e-05
23_03_21 11:53:35.922;0;I;1210;808;2101;4;;f2eafdb8;-0.0001210774207720533
23_03_21 11:53:36.039;0;I;1210;808;2101;4;;f2c31e39;0.00015141049516387284
